artist,url,artist_country,location,date_string,insta,spotify,rf_short_description,m_rating,l_rating,comment,emoji_beskrivelse,start_time,new_date_string,start_datetime
Clarissa Connelly'S Canons,https://www.roskilde-festival.dk/da/years/2023/acts/clarissa-connellys-canons/,DK,Platform,12:00 Torsdag 29. juni 2023,https://www.instagram.com/clarissa.connelly/,https://open.spotify.com/artist/5YTJVNTfb9qDXATTlzuR5S?si=pIzOLU4FSJGIGka0s8yFCg,Clarissa Connelly forbinder folkemusik og fornyelse i tre særlige seancer,😌Tømmermændsmusik,😌Tømmermændsmusik,very special uh. pop? celtic folk pop. Playing 3 shows, ,12:00,29jun 2023,2023-06-29 12:00:00+02:00
Clarissa Connelly'S Canons,https://www.roskilde-festival.dk/da/years/2023/acts/clarissa-connellys-canons/,DK,Platform,12:00 Torsdag 29. juni 2023,https://www.instagram.com/clarissa.connelly/,https://open.spotify.com/artist/5YTJVNTfb9qDXATTlzuR5S?si=pIzOLU4FSJGIGka0s8yFCg,Clarissa Connelly forbinder folkemusik og fornyelse i tre særlige seancer,😌Tømmermændsmusik,😌Tømmermændsmusik,very special uh. pop? celtic folk pop. Playing 3 shows. Spis frokost med det her i baggrunden, ,12:00,29jun 2023,2023-06-29 12:00:00+02:00
Clarissa Connelly'S Canons,https://www.roskilde-festival.dk/da/years/2023/acts/clarissa-connellys-canons/,DK,Platform,12:00 Torsdag 29. juni 2023,https://www.instagram.com/clarissa.connelly/,https://open.spotify.com/artist/5YTJVNTfb9qDXATTlzuR5S?si=pIzOLU4FSJGIGka0s8yFCg,Clarissa Connelly forbinder folkemusik og fornyelse i tre særlige seancer,😌Tømmermændsmusik,😌Tømmermændsmusik,very special uh. pop? celtic folk pop. Playing 3 shows, ,12:00,29jun 2023,2023-06-29 12:00:00+02:00
Claudia Comte,https://www.roskilde-festival.dk/da/years/2023/acts/claudia-comte/,CH,⛺ Campsite,Søndag 25. juni 2023,http://instagram.com/claudiacomte,,Den internationale anerkendte kunstner vender tilbage på Roskilde Festival med værket Hot Saw – Power Edition , , , , ,13:37,25jun 2023,2023-06-25 13:37:00+02:00
Coco Em,https://www.roskilde-festival.dk/da/years/2023/acts/coco-em/,KE,🚀 Apollo,19:00 Fredag 30. juni 2023,https://www.instagram.com/cocoem__/,https://open.spotify.com/artist/3FahF8OhHNaw7OJRfEPy9x?si=tJ_MQhcISse0sYECHRoQww,"Kenyansk DJ forener det personlige, det politiske og det dansable ",😌Tømmermændsmusik, ,lettere drømmende techno agtigt, ,19:00,30jun 2023,2023-06-30 19:00:00+02:00
Code Orange,https://www.roskilde-festival.dk/da/years/2023/acts/code-orange/,US,🏝️ Avalon,20:00 Fredag 30. juni 2023,https://www.instagram.com/codeorangetoth/,https://open.spotify.com/artist/6qtECqesbU29iftyeWmldK?si=AdPOr88yRYuaqX-XOpXL8Q,Hardcore-katarsis mellem støjende kaos og medrivende sange,💀Nej,💀Nej, , ,20:00,30jun 2023,2023-06-30 20:00:00+02:00
Courtney Marie Andrews,https://www.roskilde-festival.dk/da/years/2023/acts/courtney-marie-andrews/,US,🏝️ Avalon,13:15 Torsdag 29. juni 2023,https://www.instagram.com/courtneymarieandrews/,https://open.spotify.com/artist/1EI0B66miJj5Fl408B7E9H?si=Lhk-wUJKTBuewc5cwXFewg,"Længsel, nærvær og et stærkt greb om den amerikanske folk-tradition ",😌Tømmermændsmusik, ,lækker stille og roligt - first aid kit ish, ,13:15,29jun 2023,2023-06-29 13:15:00+02:00
D-Block Europe,https://www.roskilde-festival.dk/da/years/2023/acts/d-block-europe/,,🎪 Arena,20:30 Fredag 30. juni 2023,https://www.instagram.com/dblock_europe/,https://open.spotify.com/playlist/5W0vbpdNlcuIw2N1S5Cr8C,UK drill-duo med fuld fart mod stjernerne ,👍Ja, ,fed hiphop fest, ,20:30,30jun 2023,2023-06-30 20:30:00+02:00
D1Ma,https://www.roskilde-festival.dk/da/years/2023/acts/d1ma/,DK,🎪 Arena,02:00 Fredag 30. juni 2023,https://www.instagram.com/d1ma.n1/,https://open.spotify.com/artist/5RaTuqY7SJHvh6MNzMagut?si=rxQ9yC6kQTyauko-vv2adw,Mystisk og maskebærende rapper med overvældende hits,🤡Wildcard, ,elektronisk hip-hop dansk,🎤🎭🎵🎶,02:00,30jun 2023,2023-07-01 02:00:00+02:00
Dal:Um,https://www.roskilde-festival.dk/da/years/2023/acts/dalum/,KR,Platform,16:15 Torsdag 29. juni 2023,https://www.instagram.com/dal__um/,https://open.spotify.com/artist/4DE7afkjFxYier8CkuQUJb?si=h0BgYjr3SG6yQuUujUuOYw,Imponerende koreanske strengeinstrumenter finder nye poetiske veje hos enestående duo ,😌Tømmermændsmusik, , , ,16:15,29jun 2023,2023-06-29 16:15:00+02:00
Danmarks Underholdningsorkester,https://www.roskilde-festival.dk/da/years/2023/acts/danmarks-underholdningsorkester/,DK,Platform,13:30 Torsdag 29. juni 2023,https://www.instagram.com/dkunderholdningsorkester/,https://open.spotify.com/playlist/5W0vbpdNlcuIw2N1S5Cr8C,Kom helt tæt på den klassiske musiks største komponister formidlet af sublim strygerkvartet, , , , ,13:30,29jun 2023,2023-06-29 13:30:00+02:00
Daria Blum,https://www.roskilde-festival.dk/da/years/2023/acts/daria-blum/,CH,Platform,23:00 Torsdag 29. juni 2023,https://www.instagram.com/dariabl,,Ny performance zoomer ind på iscenesættelsen af følelser og identitet i medier og popkultur, , , , ,23:00,29jun 2023,2023-06-29 23:00:00+02:00
De Som Bär,https://www.roskilde-festival.dk/da/years/2023/acts/de-som-baer/,DK,"☠️ Destroy Me Once, Destroy Me Twice",15:00 Søndag 25. juni 2023,https://www.instagram.com/roskildefestival/,,Slå dig løs til det nordiske folkebal!  , , , , ,15:00,25jun 2023,2023-06-25 15:00:00+02:00
Deaf Club,https://www.roskilde-festival.dk/da/years/2023/acts/deaf-club/,US,🏝️ Gloria,18:30 Lørdag 1. juli 2023,https://www.instagram.com/deafclubband/,https://open.spotify.com/artist/1GHsH4VNAKT2b7lBnppmFx?si=K_1spsQLR3y56os7hvmAXw,Brutal supergruppe med legendariske Justin Pearson i front leverer voldsomt hardcore-angreb,💀Nej, ,🤮 punk, ,18:30,1jul 2023,2023-07-01 18:30:00+02:00
Debbie Sings,https://www.roskilde-festival.dk/da/years/2023/acts/debbie-sings/,DK,🚀 Apollo,22:00 Onsdag 28. juni 2023,https://www.instagram.com/xxdebbie_singsxx/,https://open.spotify.com/artist/5xrpKIIiDNRsPVOi0nYlkW?si=nA21diZPQMOVmq1yn1sZqg,En maksimalistisk eksplosion af hyperpop og punket attitude.,🤡Wildcard,😌Tømmermændsmusik,weirrddd voice effekt men kan sikkert være en fed fest,🎵🎸💥🤘,22:00,28jun 2023,2023-06-28 22:00:00+02:00
Dejah Makar,https://www.roskilde-festival.dk/da/years/2023/acts/dejah-makar/,DK,🌍 Gaia,21:30 Søndag 25. juni 2023,https://www.instagram.com/dejahmakar/,https://open.spotify.com/artist/2sCB44iih7Oa1kQqfsedHz?si=fBrgfOJOTWOv3VN8E690wg,Global og futuristisk popmusik og rapkæftet poesi fra dansk-egyptisk sangerinde , , , , ,21:30,25jun 2023,2023-06-25 21:30:00+02:00
Deki Alem,https://www.roskilde-festival.dk/da/years/2023/acts/deki-alem/,,👩 Eos,23:45 Tirsdag 27. juni 2023,https://www.instagram.com/dekialem/?hl=da,https://open.spotify.com/artist/2AK3F4tVjxYuqSGefozy52?si=xIaYHisoQ1GVyAianjF7Bw,"Hypet power-duo med originalt mix af rap, drum & bass og grunge ", , , , ,23:45,27jun 2023,2023-06-27 23:45:00+02:00
Den Grønne Ungdomsbevægelse,https://www.roskilde-festival.dk/da/years/2023/acts/den-gr%C3%B8nne-ungdomsbev%C3%A6gelse/,,📣 Flokkr,11:00 Søndag 25. juni 2023,https://www.instagram.com/dengroenneungdomsbevaegelse/?hl=da,,"Den Grønne Ungdomsbevægelse er et fællesskab af unge klimaaktivister, der kæmper for en mere retfærdig grøn og social fremtid. Midlet er klimaaktivistiske kampagner, demonstrationer og politisk arbejde. ", , , , ,11:00,25jun 2023,2023-06-25 11:00:00+02:00
Denzel Curry,https://www.roskilde-festival.dk/da/years/2023/acts/denzel-curry/,US,🎪 Arena,18:15 Torsdag 29. juni 2023,https://www.instagram.com/denzelcurryph,https://open.spotify.com/artist/6fxyWrfmjcbj5d12gXeiNV,Genrenedbrydende amerikansk rapper med overlegen teknik og suveræn crowd-control. ,👍Ja, ,banger hiphop, ,18:15,29jun 2023,2023-06-29 18:15:00+02:00
Derya Yildirim & Grup Şimşek,https://www.roskilde-festival.dk/da/years/2023/acts/derya-yildirim-grup-%C5%9Fim%C5%9Fek/,,🏝️ Gloria,18:30 Fredag 30. juni 2023,https://www.instagram.com/deryayildirim_grupsimsek/,https://open.spotify.com/artist/2Y0SH69uxHrHrjiZCuTSaT?si=T_DPHtYuSeuk3-Of8vvTag,Poetisk fortolkning af anatolsk syrefolk,🤯JA!, ,tyrkisk psykedelisk rock fra 80'erne, ,18:30,30jun 2023,2023-06-30 18:30:00+02:00
Derya Yildirim & Grup Şimşek,https://www.roskilde-festival.dk/da/years/2023/acts/derya-yildirim-grup-%C5%9Fim%C5%9Fek/,,🏝️ Gloria,18:30 Fredag 30. juni 2023,https://www.instagram.com/deryayildirim_grupsimsek/,https://open.spotify.com/artist/2Y0SH69uxHrHrjiZCuTSaT?si=T_DPHtYuSeuk3-Of8vvTag,Poetisk fortolkning af anatolsk syrefolk, , , , ,18:30,30jun 2023,2023-06-30 18:30:00+02:00
Dibset,https://www.roskilde-festival.dk/da/years/2023/acts/dibset/,DK,👩 Eos,18:00 Tirsdag 27. juni 2023,https://www.instagram.com/dibset.1/?hl=da,https://open.spotify.com/artist/4g53FCcxQZEj8SSr1rHmiH?si=fR5QCmPeQQSYSvr9CwWToA,Voldsomme erfaringer og sorgfyldte stemninger forenes af maskeklædt rapper , , , , ,18:00,27jun 2023,2023-06-27 18:00:00+02:00
Domi & Jd Beck,https://www.roskilde-festival.dk/da/years/2023/acts/domi-jd-beck/,FR/US,🌍 Gaia,14:15 Lørdag 1. juli 2023,https://www.instagram.com/domiandjdbeck/,https://open.spotify.com/artist/4UpA1KitN1RgIZVyWDbZ0U?si=ufSzVDPWTXSet1SgvIk9Vg,Festfyrværkeri af rendyrket musikglæde fra unge jazzstjerner,🤡Wildcard, ,keyboard + drum duo signed to anderson .paak's label,🎵🎺🎹🎶🎉,14:15,1jul 2023,2023-07-01 14:15:00+02:00
Driton Selmani,https://www.roskilde-festival.dk/da/years/2023/acts/driton-selmani/,INT,🏟️ Festival Site,Onsdag 28. juni 2023,https://www.instagram.com/selmani.driton,,"Gennem en opvækst i et land, der ikke længere eksisterer, udfordrer Selmani vores tro på virkeligheden", , , , ,13:37,28jun 2023,2023-06-28 13:37:00+02:00
Dry Cleaning,https://www.roskilde-festival.dk/da/years/2023/acts/dry-cleaning/,,🌍 Gaia,23:45 Torsdag 29. juni 2023,https://www.instagram.com/drycleaningband/,https://open.spotify.com/artist/7DlD7rLG9MKuvXtTeACzkO,Postpunk-fornyere mellem kølig distance og flimrende fascinationskraft ,😌Tømmermændsmusik, ,lidt poppet punk, ,23:45,29jun 2023,2023-06-29 23:45:00+02:00
Dummy-Headline,https://www.roskilde-festival.dk/da/years/2023/acts/djgem-lucy-headburn-byjayr/,,📣 Flokkr,11:00 Mandag 26. juni 2023,https://instagram.com/,,Nyd et meditativt lydbad af salige eufori-fremkaldende frekvenser, , , , ,11:00,26jun 2023,2023-06-26 11:00:00+02:00
Eee Gee,https://www.roskilde-festival.dk/da/years/2023/acts/eee-gee/,DK,👩 Eos,17:00 Fredag 30. juni 2023,https://www.instagram.com/emmagrankvist,https://open.spotify.com/artist/7wwdO3koJONTrS5TtFJ8RN,Popfinesse og country-coolness fra dansk stortalent.  ,👍Ja, ,virkelig nice pop, ,17:00,30jun 2023,2023-06-30 17:00:00+02:00
Electric Wizard,https://www.roskilde-festival.dk/da/years/2023/acts/electric-wizard/,UK,🏝️ Avalon,22:30 Torsdag 29. juni 2023,https://www.instagram.com/electricwizard.official/,https://open.spotify.com/artist/4htjQW3lgIwL6fEJlTOez4?si=sc3NEMD-TjisbPpKcsLzFw,Sjælden koncert fra okkulte riff-mestre  ,💀Nej, ,irriterende, ,22:30,29jun 2023,2023-06-29 22:30:00+02:00
Ethel Cain,https://www.roskilde-festival.dk/da/years/2023/acts/ethel-cain/,US,🏝️ Avalon,15:00 Torsdag 29. juni 2023,https://www.instagram.com/mothercain/,https://open.spotify.com/artist/0avMDS4HyoCEP6RqZJWpY2?si=9M_GbKl0RdWPOWjzteznAQ,"Stærk og personlig historiefortæller svøbt i americana, drømmepop og southern gothic ",😌Tømmermændsmusik, ,catchy blanding af pop og goth, ,15:00,29jun 2023,2023-06-29 15:00:00+02:00
Evil House Party,https://www.roskilde-festival.dk/da/years/2023/acts/evil-house-party/,,🌍 Gaia,20:00 Tirsdag 27. juni 2023,https://www.instagram.com/evilhouseparty/,https://open.spotify.com/artist/4dcXQW2aINb1lAMHKQa2hB?si=1p-ZlL0TTTiiHql-vbPcDA,Dunkel drømmepop og ond festmusik fra københavnsk duo , , , , ,20:00,27jun 2023,2023-06-27 20:00:00+02:00
Excelsior,https://www.roskilde-festival.dk/da/years/2023/acts/excelsior/,,🌍 Gaia,14:00 Tirsdag 27. juni 2023,https://www.instagram.com/excelsior_xx/,https://open.spotify.com/artist/4GcbIiUaMp2b0F8gIIOuEc?si=vvKeIOT3SzOgPpeWkBSBsQ,"Et søgende univers af progressiv pop, elektroniske klange og meditative tilstande ", , , , ,14:00,27jun 2023,2023-06-27 14:00:00+02:00
Eyes,https://www.roskilde-festival.dk/da/years/2023/acts/eyes/,DK,👩 Eos,13:30 Torsdag 29. juni 2023,https://www.instagram.com/eyesbandcph/,https://open.spotify.com/artist/6H3XsRIiUv0xVicrxWIHIJ?si=2-WhEK0zSH--f-dewPVcvQ,Københavnske hardcore-mestre bader dig i sort galde med intenst liveshow, , , , ,13:30,29jun 2023,2023-06-29 13:30:00+02:00
Feather Mountain,https://www.roskilde-festival.dk/da/years/2023/acts/feather-mountain/,,🌍 Gaia,18:30 Søndag 25. juni 2023,https://www.instagram.com/feather_mountain/,https://open.spotify.com/artist/7pKvxNJ2IsDMlgc1gmzcky?si=sQ6ux9z3ScKcIRtS60YDnQ,Drømmende stemninger og hårdtslående riffs forenes af progressivt metalorkester , , , , ,18:30,25jun 2023,2023-06-25 18:30:00+02:00
"Felix Thorsen Katzenelson, Glenn Bech & Gry Stokkendahl Dalgas",https://www.roskilde-festival.dk/da/years/2023/acts/felix-thorsen-katzenelson-glenn-bech-gry-stokkendahl-dalgas/,DK,📣 Flokkr,13:00 Mandag 26. juni 2023,https://www.instagram.com/felsefelse/?hl=da%E2%80%AF%E2%80%AF,,Talk og workshop: Poetisk systemkritik , , , , ,13:00,26jun 2023,2023-06-26 13:00:00+02:00
Fever Ray,https://www.roskilde-festival.dk/da/years/2023/acts/fever-ray/,SE,🎪 Arena,18:00 Onsdag 28. juni 2023,https://www.instagram.com/feverray/,https://open.spotify.com/artist/5hE6NCoobhyEu6TRSbjOJY?si=7MONiDTWQUuQN_Iw76KiXA,Fever Ray skubber atter til grænserne for poppen med sin radikale romantik,😌Tømmermændsmusik, , , ,18:00,28jun 2023,2023-06-28 18:00:00+02:00
Filip Vest,https://www.roskilde-festival.dk/da/years/2023/acts/filip-vest/,DK,🏟️ Festival Site,Onsdag 28. juni 2023,https://www.instagram.com/filipvest,,Performancekunstner inviterer os ind i et univers af kærlighed og tab på tværs af arter og tid, , , , ,13:37,28jun 2023,2023-06-28 13:37:00+02:00
Final Planet,https://www.roskilde-festival.dk/da/years/2023/acts/final-planet/,DK,"☠️ Destroy Me Once, Destroy Me Twice",16:00 Tirsdag 27. juni 2023,https://www.instagram.com/final.planet/,,Velkommen til rejsen gennem et grænseløst futuristisk univers , , , , ,16:00,27jun 2023,2023-06-27 16:00:00+02:00
First Hate,https://www.roskilde-festival.dk/da/years/2023/acts/first-hate/,DK,🌍 Gaia,01:15 Lørdag 1. juli 2023,https://instagram.com/first__hate,https://open.spotify.com/artist/5HOnVNfQ1FvMzZN2NEuNhP?si=_XOFYiNrTcizvTgla8Bjxg,Den danske synthpop-duo markerer 10-års jubilæum med ekstatisk fest,😌Tømmermændsmusik, ,wish.com version of depeche mode?, ,01:15,1jul 2023,2023-07-02 01:15:00+02:00
Florence Adooni,https://www.roskilde-festival.dk/da/years/2023/acts/florence-adooni/,,🌍 Gaia,14:15 Fredag 30. juni 2023,https://www.instagram.com/roskildefestival/,https://open.spotify.com/artist/4804FMh4N7pndfmQsS904u?si=izGffaGQT4-eCh1wH4kRGw,Ghanesisk gospeltalent inviterer til dansefest af dimensioner. ,👍Ja, ,lækker afrikansk pop med masser af horn, ,14:15,30jun 2023,2023-06-30 14:15:00+02:00
Florist,https://www.roskilde-festival.dk/da/years/2023/acts/florist/,US,🏝️ Gloria,12:30 Torsdag 29. juni 2023,https://www.instagram.com/mlesprg/,https://open.spotify.com/playlist/4X3nNZpb6K01VWthTG95lf,"Poetisk møde mellem skrøbelig folk, ambient og synth-eksperimenter",🤯JA!, ,perfekt til tømmermænd. So chill I can't even, ,12:30,29jun 2023,2023-06-29 12:30:00+02:00
Folkehuset Absalon,https://www.roskilde-festival.dk/da/years/2023/acts/folkehuset-absalon/,,"☠️ Destroy Me Once, Destroy Me Twice",13:00 Søndag 25. juni 2023,https://www.instagram.com/absaloncph/,,Deltag i whacking og linedance i nærværende dansefællesskab , , , , ,13:00,25jun 2023,2023-06-25 13:00:00+02:00
Fraads,https://www.roskilde-festival.dk/da/years/2023/acts/fraads/,,👩 Eos,00:30 Fredag 30. juni 2023,https://www.instagram.com/_fraads_/,https://open.spotify.com/artist/0qpVYqW8pjiACu0FasfPnH?si=t75wMMZlRwqpyPCFl4OPRQ,Syret hiphop-duo med hang til både eksperimenter og stærke melodier ,👍Ja, ,viber virkelig til det her, ,00:30,30jun 2023,2023-07-01 00:30:00+02:00
Francesca Burattelli,https://www.roskilde-festival.dk/da/years/2023/acts/francesca-burattelli/,DK/IT,Platform,18:45 Fredag 30. juni 2023,https://www.instagram.com/francescaburattelli/,https://open.spotify.com/artist/1PjvFKWCySjwlkN6nbKDhM?si=Lavx6RexTgiVSaO5W6Aa4Q,Eksperimenterende popkunstner udfolder sit musikalske drama på Platform ,💀Nej, ,avantgarde weirdness, ,18:45,30jun 2023,2023-06-30 18:45:00+02:00
Fulu Miziki,https://www.roskilde-festival.dk/da/years/2023/acts/fulu-miziki/,CD,👩 Eos,13:00 Lørdag 1. juli 2023,https://www.instagram.com/fulumusic/,https://open.spotify.com/artist/5YpOlimBuGWDamh62kx4cu,Affald forvandles til musikalsk guld af congolesisk kollektiv,🤡Wildcard, ,minimal techno meets afrobeat,♻️🎶💰🎤,13:00,1jul 2023,2023-07-01 13:00:00+02:00
Gabber Modus Operandi,https://www.roskilde-festival.dk/da/years/2023/acts/gabber-modus-operandi/,ID,Platform,21:00 Torsdag 29. juni 2023,https://www.instagram.com/gabbermodusoperandi/,https://open.spotify.com/artist/4z8y2MjTFwLa73dABYP1io?si=962sFmrtT2ikXuzcDTlPfQ,Ekstrem trancemusik fra Balis undergrund,💀Nej, , , ,21:00,29jun 2023,2023-06-29 21:00:00+02:00
Ganger,https://www.roskilde-festival.dk/da/years/2023/acts/ganger/,DK,🎪 Arena,14:00 Fredag 30. juni 2023,https://www.instagram.com/gangeranganger/,https://open.spotify.com/artist/0VkD20LbMsdWiikUO83GPT?si=aH9Ig2inQ8mJBhb-PWjoLw,"Ganger leverer pop, poesi og himmelstræbende vokalmagi",😌Tømmermændsmusik, ,"skrev ""elsker dig for evigt"" titelsangen - de andre virker meget lige som den", ,14:00,30jun 2023,2023-06-30 14:00:00+02:00
Ghetto Kumbé,https://www.roskilde-festival.dk/da/years/2023/acts/ghetto-kumb%C3%A9/,CO,🚀 Apollo,20:00 Fredag 30. juni 2023,https://www.instagram.com/ghettokumbe/,https://open.spotify.com/artist/395rqoVSDgQIF7fzRfZIoy?si=DnP4wVZfTCK7EGA4KSkGWQ,Bogotá-trioen sætter atter gang i en tranceskabende og tropisk fest  ,👍Ja, ,columbia fest!, ,20:00,30jun 2023,2023-06-30 20:00:00+02:00
Giift,https://www.roskilde-festival.dk/da/years/2023/acts/giift/,,🌍 Gaia,15:30 Søndag 25. juni 2023,https://www.instagram.com/giift1x/?hl=en,https://open.spotify.com/artist/2uRyCr2a4iM7uEaz4oQE3p?si=0ysdCWSESw2WXMlHzy94oQ,Personlige fortællinger svøbt i minimalistisk R&B og neo-soul , , , , ,15:30,25jun 2023,2023-06-25 15:30:00+02:00
Girl Scout,https://www.roskilde-festival.dk/da/years/2023/acts/girl-scout/,SE,🌍 Gaia,18:30 Tirsdag 27. juni 2023,https://www.instagram.com/girlscouttheband/,https://open.spotify.com/artist/4CbghtwTo6bvxk5QacvRrE?si=KEgeHA1QTIGsdKOVB6lPWw,Velsmurte indiepop-sange med både sødme og melankoli , , , , ,18:30,27jun 2023,2023-06-27 18:30:00+02:00
Girls In Airports,https://www.roskilde-festival.dk/da/years/2023/acts/girls-in-airports/,DK,🌍 Gaia,12:00 Lørdag 1. juli 2023,https://www.instagram.com/girlsinairports/,https://open.spotify.com/artist/6rmNdcuNwzokE2TQaI0ubr?si=t3IpfyNwSRu6EQCUneTEzQ,Jazzede improvisationer og globalt udsyn fra et af Danmarks bedste live-bands,😌Tømmermændsmusik, ,lækker indie-jazz impro, ,12:00,1jul 2023,2023-07-01 12:00:00+02:00
Global Kidz & World Dance Academy,https://www.roskilde-festival.dk/da/years/2023/acts/global-kidz-world-dance-academy/,DK,"☠️ Destroy Me Once, Destroy Me Twice",15:00 Mandag 26. juni 2023,https://www.instagram.com/roskildefestival/,,"Alle mennesker, foren jer – deltag i Culture Clashs dance battle og fest  ", , , , ,15:00,26jun 2023,2023-06-26 15:00:00+02:00
Glorilla,https://www.roskilde-festival.dk/da/years/2023/acts/glorilla/,US,👩 Eos,22:00 Fredag 30. juni 2023,https://www.instagram.com/glorillapimp/,https://open.spotify.com/artist/2qoQgPAilErOKCwE2Y8wOG?si=4ulDxJH_QPOGLn-A92pYgw,"Kvindelig empowerment, råstyrke og en unik stemme fra Memphis-rapper",💀Nej, ,den slags hiphop jeg ikke gider, ,22:00,30jun 2023,2023-06-30 22:00:00+02:00
Gorgeous,https://www.roskilde-festival.dk/da/years/2023/acts/gorgeous/,DK,👩 Eos,14:45 Søndag 25. juni 2023,https://www.instagram.com/gorgeousmusik/,https://open.spotify.com/artist/6C0TMfW4C2qCYxMkktQLXd?si=QidSvKmYTci1NxSbXhYBBA,"Betagende popmelodier i sprød, indiefolket indpakning fra dansk duo ", , , , ,14:45,25jun 2023,2023-06-25 14:45:00+02:00
Grace Ives,https://www.roskilde-festival.dk/da/years/2023/acts/grace-ives/,US,👩 Eos,15:30 Lørdag 1. juli 2023,https://www.instagram.com/graceives4u/,https://open.spotify.com/artist/4TZieE5978SbTInJswaay2?si=3oZWDg_XTIaTCHGACsrfSw,Skamrost synthpop-vidunder indtager Roskilde med sit seneste mesterværk,😌Tømmermændsmusik, ,nice synth-pop, ,15:30,1jul 2023,2023-07-01 15:30:00+02:00
Greentea Peng,https://www.roskilde-festival.dk/da/years/2023/acts/greentea-peng/,UK,🎪 Arena,16:00 Fredag 30. juni 2023,https://www.instagram.com/greenteapeng/?hl=en,https://open.spotify.com/artist/5z9wLR0RGBcWMXr4fCZW0K?si=2awVWjnBQseOOHIxTP7tmA,Sydende og psykedelisk soul-fest fra London-stjerne ,😌Tømmermændsmusik, ,lækker stille og rolig soul, ,16:00,30jun 2023,2023-06-30 16:00:00+02:00
Guldimund,https://www.roskilde-festival.dk/da/years/2023/acts/guldimund/,,🏝️ Avalon,13:00 Fredag 30. juni 2023,https://www.instagram.com/guldimundguldimund/,https://open.spotify.com/artist/5269oiQ5yjMDcgXoJr6zkw?si=4yacx6EuQKC-DkpQIxYZ-Q,Drømmende og poetisk indiepop til de lyse sommernætter fra dansk stortalent ,👍Ja, ,ægte tekster, ,13:00,30jun 2023,2023-06-30 13:00:00+02:00
Gyedu-Blay Ambolley,https://www.roskilde-festival.dk/da/years/2023/acts/gyedu-blay-ambolley/,GH,🌍 Gaia,12:00 Torsdag 29. juni 2023,https://www.instagram.com/gyedublay_official/,https://open.spotify.com/artist/3K7G8Czqv2acbaWlxFfjbj?si=CvVVV5ThSuCcauKpkwzWPA,Legendarisk bandleder fra Ghana bringer sin simigwa-lyd til Roskilde ,👍Ja, ,very funky disco!, ,12:00,29jun 2023,2023-06-29 12:00:00+02:00
Harvey Sutherland,https://www.roskilde-festival.dk/da/years/2023/acts/harvey-sutherland/,AU,👩 Eos,23:00 Torsdag 29. juni 2023,https://www.instagram.com/harveysutherland/,https://open.spotify.com/artist/4CxFlJDif0atTK3gZebcEf?si=tfxokMwsRA2i6Y3DTFWLqA,Australsk producer bringer futuristisk funk-fest til Roskilde med stor bandopsætning ,🤯JA!,😌Tømmermændsmusik,Funk til at trampe til, ,23:00,29jun 2023,2023-06-29 23:00:00+02:00
Heathe,https://www.roskilde-festival.dk/da/years/2023/acts/heathe/,,🌍 Gaia,23:00 Søndag 25. juni 2023,https://www.instagram.com/heatheheathe/?fbclid=IwAR0ZlpqCNfPeoipdmWg3s_ozcO0hjav6_12IQiQNup89qAUKDQS7oDMd97A,https://open.spotify.com/artist/5My1yNpCjzvqlNj18PDg1c?si=sOA2PTtJTb-IwVlCIDm4hw,Dommedagstung trance og ekstatisk støjgospel fra Aalborg , , , , ,23:00,25jun 2023,2023-06-25 23:00:00+02:00
"Helena Gualinga, Hilda Flavia Nakabuye, Luisa Neubauer & Selma Montgomery",https://www.roskilde-festival.dk/da/years/2023/acts/helena-gualinga-hilda-flavia-nakabuye-luisa-neubauer-selma-montgomery/,INT,🎪 Arena,12:00 Lørdag 1. juli 2023,https://www.instagram.com/roskildefestival/,,Mød nogle af klimakampens sejeste unge aktivister fra tre forskellige kontinenter, , , , ,12:00,1jul 2023,2023-07-01 12:00:00+02:00
"Herlige Svend, Jalal Arabi, Lasse Dein & Maria Bülow",https://www.roskilde-festival.dk/da/years/2023/acts/herlige-svend-jalal-arabi-lasse-dein-maria-b%C3%BClow/,,📣 Flokkr,16:30 Mandag 26. juni 2023,https://www.instagram.com/mariabuelow/?hl=da%E2%80%AF,,Hvad vil det sige at være maskulin i dag? Og hvorfor er begrebet egentlig (stadig) relevant at diskutere? Fire kendte stemmer mødes i en samtale om moderne maskulinitet og den moderne manderolle. , , , , ,16:30,26jun 2023,2023-06-26 16:30:00+02:00
Hudson Mohawke,https://www.roskilde-festival.dk/da/years/2023/acts/hudson-mohawke/,UK,🚀 Apollo,22:00 Torsdag 29. juni 2023,https://www.instagram.com/hudmo/,https://open.spotify.com/artist/6olWbKW2VLhFCHfOi0iEDb?si=mwJyEOMFRbOIyllYFS-MUw,Hiphopglad skotte starter festen med halsbrækkende elektroniske beats. ,🤡Wildcard, ,producer dude making hiphop/electonic/pop,🎤🏴󠁧󠁢󠁳󠁣󠁴󠁿💃🎉🎧,22:00,29jun 2023,2023-06-29 22:00:00+02:00
Ida Laurberg,https://www.roskilde-festival.dk/da/years/2023/acts/ida-laurberg/,,👩 Eos,17:15 Søndag 25. juni 2023,https://www.instagram.com/idalaurberg/,https://open.spotify.com/artist/03IbEiokQjTDfvdyIYV5D4?si=GtJfC-dFS4Gh5VHEJVQjdg,Dansk popkomet omfavner det danske sprog på nye sange , , , , ,17:15,25jun 2023,2023-06-25 17:15:00+02:00
